EIIN,SIX_AVG,SEVEN_AVG,EIGHT_AVG,NINE_AVG,TEN_AVG,FEM_STD_RATIO,FEM_TCH_RATIO,SESscore_L,SESscore_LM,SESscore_UM,SESscore_U,INSTITUTE NAME,INSTITUTE_TYPE,DIVISION,DISTRICT,THANA,UNION_NAME,MAUZA_NAME,ADDRESS,MOBILE,STUDENT_TYPE,EDUCATION_LEVEL,AScore,TSR_SCORE,AS_SCORE,SES_SCORE
111932,10.73,10.78,11.75,13.67,14,0.488,0.25,0.37,0.726,0.514,0.586,A.K.M MOSHARROF HOSAIN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,BASATI,GOARI,GOARI,1739588710,CO-EDUCATION JOINT,Secondary,1,0.721262306,0.163937848,0.495804032
111933,10.61,12.3,13.76,14.76,15.68,0.475,0.214,0.564,0.654,0.403,0.476,MANKON HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,MANKON UNION,ROYTHORA,RAYTHORA,1715471184,CO-EDUCATION JOINT,Secondary,1,0.634239214,0.173448053,0.419321576
111934,10.17,12.29,13.47,14.12,15.21,0.506,0.125,0.547,0.664,0.413,0.486,MILLENNIUM SECONDARY ACADEMY,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,DULLA,CHANDI MANDAP,CHANDI MANDAP,1716931391,CO-EDUCATION JOINT,Secondary,1,0.700121622,0.14203301,0.426012913
111935,10.98,12.01,12.97,14.01,14.96,1,0.688,0.04,0.376,0.799,0.846,HAMIDA SULTANA GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,WARD NO-06,PAYERKANDI,POYAR KANDI MOHILA KOLLEG ROAD,1718156462,GIRLS,Secondary,5,0.51097554,0.163937848,0.965081043
111936,10.19,11.12,12.14,13.21,14.14,1,0.65,0.185,0.593,0.639,0.704,NAGENDRA NARAYAN PILOT GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,WARD NO-03,MUKTAGACHHA (PART),MUKTAGACHHA COLLEGE ROAD,1717625908,GIRLS,Secondary,5,0.203295811,0.998059146,0.930299185
111937,10.8,11.9,13.01,13.94,14.78,0.221,0.533,0.042,0.383,0.795,0.842,NABARUN BIDYANIKETON,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,WARD NO-02,MUKTAGACHHA (PART),MUKTAGACHHA,1716923204,CO-EDUCATION JOINT,Secondary,5,0.01822471,0.592494801,0.964292546
111938,11,12,13,14,15,0.153,0.222,0.404,0,0,0,MUKTAGACHA R.K HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,WARD NO-04,PARA TONGI,PARA TONGI,1712207994,CO-EDUCATION JOINT,Secondary,5,0.091298051,0.999721629,0.025937788
111939,11.78,12.74,13.81,14.6,15.56,0.535,0.25,0.423,0.734,0.482,0.556,PODUR BARI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,MANKON UNION,PADURBARI,PODUR BARI,1712106618,CO-EDUCATION JOINT,Secondary,1,0.606807711,0.865431488,0.474351398
111940,10,11,12,13,14,0.449,0.636,0.021,0.31,0.841,0.88,ARMED POLICE BATTALION  ADARSHA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,WARD NO-02,MUKTAGACHHA (PART),MUKTAGACHA-0137-00,1742842308,CO-EDUCATION JOINT,Secondary,5,0.260586806,0.386776587,0.972807797
111942,11.22,12.06,13.08,14.1,15,0.541,0.353,0.134,0.54,0.682,0.744,KHERUA JANI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KHERUAJANI,KHERUAJANI,KHERUA JANI,1710175313,CO-EDUCATION JOINT,Secondary,1,0.417924651,0.999398059,0.61563186
111943,11.02,11.99,13.01,13.99,14.99,0.548,0.214,0.527,0.675,0.423,0.497,JHANKA BAZAR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KASHIMPUR,SAHAPUR,SHAHAPUR,1716096259,CO-EDUCATION JOINT,Secondary,1,0.538690437,0.938248703,0.433472715
111944,10.23,12.3,13.32,14.25,15.09,0.32,0.429,0.448,0.72,0.468,0.542,GABTALI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,GHOGA,CHARI PARA,CHARIPARA,1718612227,CO-EDUCATION JOINT,Secondary,1,0.074412607,0.914052362,0.464277925
111945,11,12,13,14,14,0.5,0.308,0.561,0.656,0.405,0.478,RAGHUNATHPUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,BARAGRAM,RAUAR CHAR(RAGHUNATHPUR),RAGHUNATHPUR,1716162557,CO-EDUCATION JOINT,Secondary,1,0.428091087,0.642461859,0.420559014
111946,11.23,12.18,12.52,14.46,15.39,0.575,0.4,0.163,0.571,0.657,0.721,LAXMIPUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KHERUAJANI,HARIPUR DEULI,HORIPUR DEULI,1912133113,CO-EDUCATION JOINT,Secondary,1,0.007779901,0.626104093,0.596878469
111947,11.32,11.92,12.25,12.77,14.29,0.483,0.25,0.277,0.667,0.572,0.642,KHUKSHIA HIGH SCHOOL.,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KUMARGHATA,KHUKSIA,KHUKSHIA,1721648862,CO-EDUCATION JOINT,Secondary,1,0.112782528,0.626104093,0.5364204
111948,11.41,11.34,12.38,14.34,15.32,0.473,0.357,0.471,0.707,0.455,0.529,BONBANGLA F RAHMAN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KASHIMPUR,BAN BANGLA,BONBANGLA,1793749609,CO-EDUCATION JOINT,Secondary,1,0.508297581,0.60951598,0.455231152
111949,10.93,11.55,12.44,13.52,14.5,0.511,0.364,0.666,0.588,0.345,0.417,KHAMARER BAZAR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,TARATI UNION,SASA,SHOSHA,1712024435,CO-EDUCATION JOINT,Secondary,1,0.211895658,0.60951598,0.37852165
111950,11.08,12.09,13.15,14.04,15.69,0.484,0.353,0.83,0.453,0.243,0.306,MONTALA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KUMARGHATA,KUMARGHATA,KUMARGHATA,1757831523,CO-EDUCATION JOINT,Secondary,1,0.602869128,0.60951598,0.30300634
111951,10.41,12.46,13.48,13.39,14.5,0.435,0.455,0.531,0.673,0.421,0.495,MOGALTULA SECONDARI SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,BARAGRAM,BARAGRAM,MOGALTULA,1726678450,CO-EDUCATION JOINT,Secondary,1,0.310650091,0.60951598,0.431978769
111952,10.25,11.3,13.26,14.32,15.28,0.463,0.25,0.582,0.643,0.393,0.466,SONARGAON HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KASHIMPUR,SONARGAON,SONERGAON,1717837549,CO-EDUCATION JOINT,Secondary,1,0.750107472,0.592726064,0.412406995
111953,10.83,11.81,12.83,13.88,14.11,0.461,0.182,0.25,0.648,0.59,0.659,KAZI NAZRUL ISLAM HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,DAOGAON,DAOGAON,PORABARI-DAOGAON,1710406125,CO-EDUCATION JOINT,Secondary,1,0.60041857,0.592726064,0.549227691
111954,11.27,11.81,12.08,12.89,13.86,0.487,0.143,0.806,0.477,0.26,0.324,BERASHI DI MUKHI HIGH SCOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,TARATI UNION,BIRASHI,BERASHI,1713539105,CO-EDUCATION JOINT,Secondary,1,0.744384572,0.575250466,0.31572615
111955,10.17,12,13.57,14.33,15.25,0.605,0.222,0.907,0.362,0.183,0.238,GARBAZAIL HIGH SCHOOL COLLEGE,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KHERUAJANI,GAR BAJAIL,GARBAZAIL,1748130530,CO-EDUCATION JOINT,Secondary,1,0.729419651,0.558613391,0.254990972
111956,11.15,12.18,13.16,14.14,14.48,0.532,0.083,0.38,0.731,0.508,0.581,JAMSHED ALI ADARSHA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,TARATI UNION,TARATI,0,1724064963,CO-EDUCATION JOINT,Secondary,1,0.487622128,0.558613391,0.491763081
111957,10.15,12.79,13.72,14.15,15.13,0.49,0.25,0.323,0.697,0.543,0.614,ZAGIR UDDIN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,MANKON UNION,NIMURIA,NIMURIA,1711516661,CO-EDUCATION JOINT,Secondary,1,0.328762472,0.558613391,0.516006953
111958,10.95,12.05,14.04,14.05,15.07,0.069,0.25,0.351,0.715,0.525,0.598,CHACHUA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,DULLA,KESHABPUR,KESHABPUR,1712369346,CO-EDUCATION JOINT,Secondary,1,0.31692427,0.541399428,0.503886812
111959,10.92,11.97,12.96,13.93,15.01,1,0.357,0.722,0.547,0.312,0.382,AYESHA GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,GHOGA,PARLITALA,PARULITOLA,1732694307,GIRLS,Secondary,1,0.643767327,0.524107464,0.354928612
111960,10.99,12.04,13.12,13.96,14.86,0.368,0.091,0.722,0.548,0.313,0.382,S K M HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,DAOGAON,PAHAR PABAIJAN,PAHAR PABOIJAN,1718812901,CO-EDUCATION JOINT,Secondary,1,0.693680209,0.472041964,0.355164341
111961,11,12.73,13.23,13.6,15.06,0.336,0.273,0.527,0.676,0.424,0.497,NAZRUL ISLAM HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,BASATI,KANDIGAON,KANDIGAON,1760844784,CO-EDUCATION JOINT,Secondary,1,0.885080641,0.437525351,0.433721799
111962,10.94,12.06,12.31,13.27,14.27,0.378,0.182,0.501,0.69,0.438,0.512,KATBOWLA JANATA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,DAOGAON,KAT BAOLA,KATBOWLA,1727977554,CO-EDUCATION JOINT,Secondary,1,0.769316637,0.306582393,0.44370571
111963,10.17,11.04,12.14,13.14,14.09,0.492,0.154,0.557,0.657,0.407,0.48,MONDOL SEN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,BASATI,MANDAL SEN,MONDOLSEN,1718694515,CO-EDUCATION JOINT,Secondary,1,0.504220334,0.208963269,0.421797238
111964,10.17,11,12,13,14,0.756,0.1,0.404,0.744,0.494,0.567,MOHISH TARA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KASHIMPUR,MAHISHTARA,MOHISH TARA,1732630447,CO-EDUCATION JOINT,Secondary,1,0.482362391,0.199272223,0.482169971
111965,11,12,13,14,15,0.542,0.2,0.585,0.641,0.391,0.464,DARIKATBOWLA CHANDANI ATA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,DAOGAON,DARIKAT BAOLA,KATBOWLA,1739588958,CO-EDUCATION JOINT,Secondary,1,0.768988181,0.185205904,0.410928752
111966,11,12,13,14,15,0.575,0.154,0.326,0.7,0.54,0.612,SAYED PARA IDEAL HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,BARAGRAM,BARAGRAM,SAYED PARA,1712676978,CO-EDUCATION JOINT,Secondary,1,0.616682565,0.184824186,0.514492514
111968,11.06,12.07,13.07,14.04,15.02,0.625,0.2,0.563,0.654,0.404,0.477,BANIA BARI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,KHERUAJANI,MAHESHBARI,BANIA BARI,1710861041,CO-EDUCATION JOINT,Secondary,1,0.540710581,0.127593152,0.419816456
111969,10.54,12.54,13.41,14.53,15,0.63,0.2,0.876,0.402,0.209,0.267,MUSARROF NAGAR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,MUKTAGACHHA,DULLA,NATAKURI,KAMARIA,1718938968,CO-EDUCATION JOINT,Secondary,1,0.657025402,0.124142443,0.275949332
112002,10.23,11.13,13.32,13.21,14.28,0.377,0.429,0.34,0.708,0.532,0.604,DEWANGONJ ISLAMIA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,KHARUA,MAHISHKURA,MAHESKURA,1711614254,CO-EDUCATION JOINT,Secondary,1,0.293973317,0.831360011,0.508432887
112003,10.7,12.4,13.4,14.5,0,0.545,0.2,0.268,0.661,0.578,0.648,SHAH NURUNNABI BIDDAPET TARAPASHA JR. HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,JAHANGIRPUR,TARAPASHA,TARAPASHA,1712483177,CO-EDUCATION JOINT,Junior Secondary,1,0.450900256,0.276780916,0.540945626
112004,11.61,11.76,12.6,13.43,14.55,0.513,0.091,0.497,0.693,0.441,0.514,RAYPASHA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,JAHANGIRPUR,ROYPASHA,RAYPASHA,1712799851,CO-EDUCATION JOINT,Secondary,1,0.526836872,0.173448053,0.44545676
112005,10.66,11.66,12.76,14.55,15.7,0.531,0.286,0.385,0.734,0.505,0.578,IMAM HOSSAIN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,SHERPUR,SHERPUR,MADARI NAGOR,1715404659,CO-EDUCATION JOINT,Secondary,1,0.036385255,0.624884574,0.489742897
112006,10.5,11.32,12.45,14.34,15.13,0.31,0.083,0.129,0.533,0.688,0.748,BIRKAMATTKHALI J.B. HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,BETAGAIR,BIR KAMATKHALI,BIRKAMATKHALI,1715815150,CO-EDUCATION JOINT,Secondary,1,0.270417161,0.454764551,0.619496519
112007,10.03,11.15,13.18,13.01,14,1,0.577,0.251,0.649,0.589,0.659,NANDAIL PILOT GIRL'S HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,NANDAIL,NANDAIL,NANDAIL,1757964538,GIRLS,Secondary,5,0.151697257,0.920676088,0.917545381
112008,10.32,11.99,12.01,13.06,14.07,0,0.2,0.18,0.588,0.643,0.708,CHANDIPASHA GOVT. HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,WARD NO-08,CHANDIPASHA,CHANDIPASHA,1716641649,BOYS,Secondary,5,0.351237172,0.994478405,0.931310274
112009,10.23,11.28,12.28,13.97,14.44,0.432,0.231,0.664,0.589,0.347,0.418,PANCHANI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,NANDAIL,BHATI,PANCHANI,1799312246,CO-EDUCATION JOINT,Secondary,1,0.371689817,0.845647619,0.37948518
112010,10.77,10.97,12.59,13,14,0.375,0,0.211,0.616,0.619,0.686,BAHADUR PUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,MOAZZEMPUR,KAMALPUR,KAMAL PUR,1715326380,CO-EDUCATION JOINT,Secondary,1,0.07270395,0.824061392,0.569458485
112011,11.21,12.16,13.13,14.05,15.07,0.524,0.111,0.257,0.653,0.586,0.655,BARILLA K. A. HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,JAHANGIRPUR,BARILLA,BARILLA,1752240055,CO-EDUCATION JOINT,Secondary,1,0.078979997,0.762152192,0.546218317
112012,10.17,11.88,12.89,13.94,15.06,0.514,0.1,0.207,0.613,0.621,0.688,SINGARAIL HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,SINGRAIL,SINGRAIL,SINGRAIL,1716558761,CO-EDUCATION JOINT,Secondary,1,0.369504476,0.748490775,0.571199076
112013,10.67,12,13,14,16,0.519,0.182,0.353,0.716,0.524,0.597,KASHINAGAR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,RAJGATI,KASHINAGAR,KASHINAGAR,1721993596,CO-EDUCATION JOINT,Secondary,1,0.142370221,0.719972117,0.503129068
112014,11.06,12.11,12.84,13.65,14.56,0.459,0.25,0.587,0.64,0.39,0.463,BASHATI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,SANDHARA,BASATI,BASHATI,1722002028,CO-EDUCATION JOINT,Secondary,1,0.671456766,0.208963269,0.410436284
112015,11.8,12.67,13.37,14.32,15.32,0.448,0.357,0.316,0.693,0.547,0.618,NANDIAL ROAD HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,GANGAIL,PANKERHATI,PONGBARHATI,1917540667,CO-EDUCATION JOINT,Secondary,1,0.015099943,0.642461859,0.518782809
112016,10.86,11.45,11.58,13.57,12.47,0.386,0.3,0.45,0.719,0.467,0.541,KHARUA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,KHARUA,KHARUA,KHARUA,1719235274,CO-EDUCATION JOINT,Secondary,1,0.240334596,0.626104093,0.463523256
112017,11.02,12.88,13.91,15.06,15,0.515,0.154,0.566,0.652,0.402,0.475,DILAL PUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,SINGRAIL,DILALPUR,DILALPUR,1728108674,CO-EDUCATION JOINT,Secondary,1,0.039341137,0.592726064,0.418332199
112018,11.48,12.43,13.2,14.18,15.19,0.456,0.25,0.501,0.69,0.438,0.512,BAKCHANDA ABDUS SAMAD ACADEMY,School,MYMENSINGH,MYMENSINGH,NANDAIL,SINGRAIL,NARAYANPUR,NARAYANPUR,1725641045,CO-EDUCATION JOINT,Secondary,1,0.015898171,0.575717324,0.44370571
112019,11.07,11.9,12.89,13.84,14.89,0,0.364,0.496,0.693,0.441,0.515,MUSHULI GIRL'S HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,MUSULI,MUSULI,MUSULI,1913059418,GIRLS,Secondary,1,0.168984814,0.558613391,0.445706997
112020,10.83,11.84,12.84,0,0,1,0.333,0.805,0.478,0.26,0.325,ASHEFA JUNIOR GIRLS SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,KHARUA,KHARUA,KHARUA,1720054651,GIRLS,Junior Secondary,1,0.597172321,0.524107464,0.316176568
112021,11.15,11.91,12.88,14.04,15.08,0.366,0.25,0.228,0.63,0.606,0.674,UDANG MADHUPUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,SINGRAIL,UDANG,UDANG MODUPUR,1726309747,CO-EDUCATION JOINT,Secondary,1,0.421033359,0.524107464,0.56048627
112022,11,12,13,0,0,0.482,0,0.452,0.718,0.466,0.54,DARILLA GOYESPUR ABDUL HAMID JUNIOR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,GANGAIL,GAYESPUR,GOYESPUR,1721900877,CO-EDUCATION JOINT,Junior Secondary,1,0.301811912,0.524107464,0.463020216
112023,10.38,11.33,12.14,13.39,14.19,0.541,0.222,0.353,0.716,0.524,0.596,ABDUL JABBAR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,MUSULI,MERENGA,MERENGA,1718649420,CO-EDUCATION JOINT,Secondary,1,0.300280398,0.437525351,0.502876484
112024,11,12,13,14,15,0.451,0.091,0.537,0.67,0.418,0.492,KISMAT BANA GRAM HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,JAHANGIRPUR,DHITPUR,KISMAT BANA GRAM,1729473246,CO-EDUCATION JOINT,Secondary,1,0.438106543,0.353890175,0.429739679
112025,10.41,10.47,13.14,13.29,16,0.658,0.111,0.17,0.579,0.65,0.715,ABDUL HOSSAIN  HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,JAHANGIRPUR,JAHANGIRPUR,KISMOT BONGRAM,1710095284,CO-EDUCATION JOINT,Secondary,1,0.394150616,0.30662423,0.592214683
112026,11.22,11.29,11.65,13,13.72,1,0.625,0.423,0.734,0.482,0.556,SHAMSUNNESSA CHOWDHURU GIRL.S  HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,MOAZZEMPUR,MOAZZEMPUR,MAHAZAMPUR,1716175996,GIRLS,Secondary,1,0.090847749,0.291524476,0.474351398
112027,11.03,12.02,14,14.26,15.23,0.653,0.25,0.493,0.695,0.442,0.516,CHAR UTTAR BOND M H   HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,BETAGAIR,CHAR UTTARBANDHA,CHAR UTTARBOND,1716370924,CO-EDUCATION JOINT,Secondary,1,0.425553498,0.208963269,0.446708163
112028,11,12,13,14,15,0.57,0.182,0.626,0.615,0.368,0.441,ANWARUL HOSSAIN KHAN CHOUDHURU HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,BETAGAIR,CHAR SREERAMPUR,CHAR SREERAMPUR,1722078158,CO-EDUCATION JOINT,Secondary,1,0.056564683,0.208963269,0.394999687
112029,10.66,12.07,13.03,14.02,15.05,0.558,0,0.404,0,0,0,SINGDOI ADARASH  HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,ACHARGAON,SINGDAI,SINGDOI,1717338090,CO-EDUCATION JOINT,Secondary,1,0.379460239,0.196619901,0.000662592
112030,11.03,12.06,14.04,15.01,16,0.082,0.3,0.338,0.707,0.533,0.605,ACHARGOWN JUNIOR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,ACHARGAON,DHARGAON,ACHARGAON,1925563165,CO-EDUCATION JOINT,Secondary,5,0.557945781,0.196421843,0.901470636
112031,10.23,11.22,,0,0,0.555,0.25,0.326,0.699,0.541,0.613,KHURSHED ELLINOR BIDYA NIKETON,School,MYMENSINGH,MYMENSINGH,NANDAIL,MUSULI,CHANGBHADRA,CHANVADERA,1733516333,CO-EDUCATION JOINT,Secondary,1,0.383403636,0.184824186,0.514744936
112032,11.82,12.81,13.6,14.58,14.98,0.544,0.222,0.552,0.661,0.409,0.483,KHURRAM KHAN CHOWDHURY HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,SHERPUR,SHERPUR,SHERPUR,1716473745,CO-EDUCATION JOINT,Secondary,1,0.074545301,0.177881858,0.42378
112033,11,12,13,14,15,1,0.357,0.35,0.714,0.526,0.598,JOHURA KHATUN GIRL'S HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,BETAGAIR,BETAGAIR,BIRKAMATKHALI,1763607051,GIRLS,Secondary,1,0.58435626,0.173448053,0.504391967
112034,10.12,11.43,12.55,14.15,15.17,0.559,0,0.818,0.466,0.252,0.316,DEULDANGRA BHUYANBARI ACADEMY,School,MYMENSINGH,MYMENSINGH,NANDAIL,JAHANGIRPUR,DEULDANGA,DEUL DANGRA,1724629805,CO-EDUCATION JOINT,Secondary,1,0.571449828,0.162527881,0.30967251
112035,11.03,12.03,12.99,14.02,13.87,0.566,0.125,0.32,0.696,0.544,0.616,HAZI SAFIR UDDIN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,BETAGAIR,ATMARAMPUR,ATMARAMPUR,1721926082,CO-EDUCATION JOINT,Secondary,1,0.014030314,0.125588628,0.51726881
112074,10.94,11.94,12.95,13.94,14.91,0.549,0.091,0.68,0.578,0.337,0.408,PONGUAI UMED ALI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,KAKNI,PANGUAI,PONGUAI,1712297364,CO-EDUCATION JOINT,Secondary,1,0.145635415,0.353890175,0.372996167
112079,10.17,11.31,12.32,13.29,14.67,0.544,0.222,0.652,0.598,0.354,0.425,CHARNIAMOT ADARSHA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,RAMBHADRAPUR,CHAR NIAMAT,CHARNIAMOT ADARSHA HIGH SCHOOL,1721647868,CO-EDUCATION JOINT,Secondary,1,0.750805565,0.225169179,0.384555872
112080,11.29,12.15,13.21,14.13,15.12,0.59,0.231,0.568,0.651,0.401,0.474,ASHIA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,KAMARGAON,GOBINDAKHILA,ASHIA,1717838732,CO-EDUCATION JOINT,Secondary,1,0.7595225,0.196652922,0.417590505
112081,11.11,12.17,13.2,14.14,15.19,0.515,0.222,0.716,0.552,0.316,0.386,DHAKIRKANDA HABIBUR RAHMAN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,BALIKHAN,DHAKIRKANDA,DHAKIRKANDA,1915150604,CO-EDUCATION JOINT,Secondary,1,0.270417161,0.524107464,0.35752466
112082,11.4,12.24,13.35,14.41,15.32,0.572,0.333,0.285,0.673,0.567,0.637,GOPAL PUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,TARAKANDA,GOPALPUR,GOPAL PUR,1713516210,CO-EDUCATION JOINT,Secondary,1,0.262616265,0.506722438,0.532897488
112083,11.46,12.09,13.24,14.06,14.91,0.55,0,0.404,0,0,0,HAJIGANJ HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,KAMARGAON,PANG DARIKEL,PONDARIKEL,1782995350,CO-EDUCATION JOINT,Secondary,1,0.463459283,0.208963269,0.000662592
112084,11.06,12.55,13.2,13.98,14.94,0.456,0.095,0.221,0.625,0.611,0.679,PHULPUR PILOT HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,WARD NO-07,CHAR KAZIAKANDA,KAJIA KANDA,1723033927,CO-EDUCATION JOINT,Secondary,5,0.060097621,0.999965229,0.923263477
112085,11.04,12.04,12.99,14.12,14.86,1,0.444,0.564,0.653,0.403,0.476,PPHULPUR PILOT GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,WARD NO-07,CHAR KAZIAKANDA,KAGIAKANDA,1718384294,GIRLS,Secondary,5,0.716906719,0.642461859,0.85589168
112086,10.91,11.94,13,14.02,15.02,0.551,0.5,0.592,0.636,0.387,0.46,TALDIGHI M L HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,BANIHALA,PURBA TALDIGHI,TALDIGHI,1715814933,CO-EDUCATION JOINT,Secondary,2,0.006171204,0.999185356,0.533652624
112087,10.93,11.89,13.05,13.59,14.09,0.536,0.4,0.795,0.487,0.267,0.333,MUZAHARDI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,KAMARIA,MUJAHARDI,MOZAHARDI,1718919991,CO-EDUCATION JOINT,Secondary,1,0.378501985,0.996690481,0.321375846
112088,10.38,11.96,12.42,13.88,14.74,0.485,0.286,0.57,0.65,0.4,0.473,BATTA BHAT PARA S.C HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,GALAGAON,BATRA BHAT PARA,BATTA BHAT PARA,1714783467,CO-EDUCATION JOINT,Secondary,1,0.324853037,0.995128561,0.416849104
112089,11.59,12.12,12.1,13.96,14.41,0.506,0.417,0.422,0.734,0.483,0.557,GOKUL CHANDRA HIGH SCHOOL.PAYARI,School,MYMENSINGH,MYMENSINGH,PHULPUR,PAYARI,PAYARI (1ST PORTION),DORZZI PAYARI,1710952583,CO-EDUCATION JOINT,Secondary,1,0.121205225,0.985851121,0.474855557
112091,11.18,12.72,13.34,14.41,15.41,0.529,0.267,0.316,0.693,0.547,0.618,TARAKANDA BOHUMUKHI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,TARAKANDA,TARAKANDA,TARAKANDA,1724580829,CO-EDUCATION JOINT,Secondary,2,0.052381917,0.973315758,0.641949659
